broad_id	pert_id	deprecated_broad_id	deprecated_pert_id
BRD-K31468676-237-01-8	BRD-K31468676	BRD-K13516279-237-01-7	BRD-K13516279
BRD-K21936341-051-04-0	BRD-K21936341	BRD-M50913522-361-03-7	BRD-M50913522
BRD-K21936341-051-03-2	BRD-K21936341	BRD-M50913522-361-02-9	BRD-M50913522
BRD-A43671941-003-11-9	BRD-A43671941	BRD-U77311119-000-01-0	BRD-U77311119
BRD-K07283971-001-01-3	BRD-K07283971	BRD-K13017451-001-01-6	BRD-K13017451
BRD-K01826559-001-11-9	BRD-K01826559	BRD-A56621826-001-01-3	BRD-A56621826
BRD-K01826559-001-08-9	BRD-K01826559	BRD-A78694248-335-01-6	BRD-A78694248
BRD-K25243230-001-02-0	BRD-K25243230	BRD-A80365673-001-01-1	BRD-A80365673
BRD-K62008436-001-25-4	BRD-K62008436	BRD-A28746609-001-13-1	BRD-A28746609
BRD-K62008436-001-22-1	BRD-K62008436	BRD-A28746609-001-11-5	BRD-A28746609
BRD-K62008436-001-23-9	BRD-K62008436	BRD-A63610676-001-14-1	BRD-A63610676
BRD-K62008436-001-24-7	BRD-K62008436	BRD-A28746609-001-10-7	BRD-A28746609
BRD-K83631119-001-03-9	BRD-K83631119	BRD-K77265172-001-01-2	BRD-K77265172
BRD-A99888680-001-04-6	BRD-A99888680	BRD-K00665454-001-02-2	BRD-K00665454
BRD-A99888680-001-05-3	BRD-A99888680	BRD-K00665454-001-01-4	BRD-K00665454
BRD-K50817623-303-06-5	BRD-K50817623	BRD-K25166838-303-01-1	BRD-K25166838
BRD-K36524108-065-06-5	BRD-K36524108	BRD-A20920572-065-04-7	BRD-A20920572
BRD-K36524108-065-07-3	BRD-K36524108	BRD-M40700687-001-01-8	BRD-M40700687
BRD-K36524108-065-05-7	BRD-K36524108	BRD-K25359791-065-01-2	BRD-K25359791
BRD-A14577621-001-01-5	BRD-A14577621	BRD-A59435073-001-01-5	BRD-A59435073
BRD-K32842773-304-05-4	BRD-K32842773	BRD-M17920320-304-01-2	BRD-M17920320
BRD-K32842773-380-01-3	BRD-K32842773	BRD-M18147244-437-01-2	BRD-M18147244
BRD-K32842773-304-06-2	BRD-K32842773	BRD-K55395145-304-01-5	BRD-K55395145
BRD-K78789465-001-02-4	BRD-K78789465	BRD-K92045627-001-01-0	BRD-K92045627
BRD-K60770992-066-26-8	BRD-K60770992	BRD-K38689957-066-01-5	BRD-K38689957
BRD-K92731339-227-05-6	BRD-K92731339	BRD-A19924402-227-01-0	BRD-A19924402
BRD-K92731339-227-05-6	BRD-K92731339	BRD-A47830685-227-02-1	BRD-A47830685
BRD-K95435023-001-10-1	BRD-K95435023	BRD-K55218890-001-01-8	BRD-K55218890
BRD-K25650355-059-19-7	BRD-K25650355	BRD-A37052580-059-07-6	BRD-A37052580
BRD-K92107055-001-01-9	BRD-K92107055	BRD-K97729603-001-01-2	BRD-K97729603
BRD-K86873305-236-18-8	BRD-K86873305	BRD-K67009182-236-01-6	BRD-K67009182
BRD-A96510685-213-03-7	BRD-A96510685	BRD-M95050869-001-01-2	BRD-M95050869
BRD-K75958547-238-02-8	BRD-K75958547	BRD-M62817595-238-02-0	BRD-M62817595
BRD-K75958547-238-01-0	BRD-K75958547	BRD-M62817595-238-01-2	BRD-M62817595
BRD-K43236057-001-09-7	BRD-K43236057	BRD-K94506759-001-01-9	BRD-K94506759
BRD-K46556543-001-01-4	BRD-K46556543	BRD-A29322418-237-04-0	BRD-A29322418
BRD-K84281997-003-09-2	BRD-K84281997	BRD-K61327230-003-13-9	BRD-K61327230
BRD-K97045029-001-04-3	BRD-K97045029	BRD-K91497079-001-03-3	BRD-K91497079
BRD-K97045029-001-04-3	BRD-K97045029	BRD-U02566398-000-01-1	BRD-U02566398
BRD-K97045029-001-04-3	BRD-K97045029	BRD-K91497079-001-02-5	BRD-K91497079
BRD-K60511616-236-08-9	BRD-K60511616	BRD-K31447894-236-01-0	BRD-K31447894
BRD-A27887842-001-05-7	BRD-A27887842	BRD-K00645576-001-01-9	BRD-K00645576
BRD-K45664306-001-20-4	BRD-K45664306	BRD-K87234558-001-01-0	BRD-K87234558
BRD-K85883481-001-25-7	BRD-K85883481	BRD-A62525898-001-05-2	BRD-A62525898
BRD-K85883481-001-24-0	BRD-K85883481	BRD-K60679745-001-01-1	BRD-K60679745
BRD-K43880410-001-15-1	BRD-K43880410	BRD-A35054627-001-09-7	BRD-A35054627
BRD-K43880410-001-14-4	BRD-K43880410	BRD-K52183142-001-01-3	BRD-K52183142
BRD-K64994968-001-32-5	BRD-K64994968	BRD-A67479912-001-03-4	BRD-A67479912
BRD-K64994968-001-33-3	BRD-K64994968	BRD-K37762555-001-01-4	BRD-K37762555
BRD-K53734668-003-04-6	BRD-K53734668	BRD-K98804570-003-01-7	BRD-K98804570
BRD-A92341659-001-03-2	BRD-A92341659	BRD-A96891111-001-01-8	BRD-A96891111
BRD-K89048337-001-06-9	BRD-K89048337	BRD-K85867784-001-02-3	BRD-K85867784
BRD-K16136380-001-01-7	BRD-K16136380	BRD-U32859412-000-01-6	BRD-U32859412
BRD-K16136380-001-03-3	BRD-K16136380	BRD-U31911056-000-01-7	BRD-U31911056
BRD-K16136380-001-02-5	BRD-K16136380	BRD-U63926453-000-01-5	BRD-U63926453
BRD-K39479472-096-06-9	BRD-K39479472	BRD-K39479472-373-06-9	BRD-K39479472
BRD-K68867920-051-12-3	BRD-K68867920	BRD-M66874015-051-04-2	BRD-M66874015
BRD-K68867920-051-11-5	BRD-K68867920	BRD-M66874015-051-02-6	BRD-M66874015
BRD-K07940445-310-02-9	BRD-K07940445	BRD-K99257182-310-01-6	BRD-K99257182
BRD-K89348303-001-17-0	BRD-K89348303	BRD-K01296542-001-01-1	BRD-K01296542
BRD-K58114536-066-04-3	BRD-K58114536	BRD-K58826770-066-01-3	BRD-K58826770
BRD-K77474816-003-14-1	BRD-K77474816	BRD-A65053077-003-01-0	BRD-A65053077
BRD-K33082088-001-03-3	BRD-K33082088	BRD-K17930269-001-01-8	BRD-K17930269
BRD-K60369935-001-18-3	BRD-K60369935	BRD-K94397152-001-01-6	BRD-K94397152
BRD-K01507359-001-23-7	BRD-K01507359	BRD-K66218091-001-01-2	BRD-K66218091
BRD-K01507359-001-22-9	BRD-K01507359	BRD-K56156786-001-01-6	BRD-K56156786
BRD-K28346421-001-08-4	BRD-K28346421	BRD-K55889443-001-03-4	BRD-K55889443
BRD-K28346421-001-07-6	BRD-K28346421	BRD-K42569090-001-01-8	BRD-K42569090
BRD-K28346421-001-06-8	BRD-K28346421	BRD-K62325629-001-01-0	BRD-K62325629
BRD-K01638814-051-16-8	BRD-K01638814	BRD-M62162320-051-04-6	BRD-M62162320
BRD-K37130656-001-04-6	BRD-K37130656	BRD-A50033377-001-02-8	BRD-A50033377
BRD-K43305603-004-03-6	BRD-K43305603	BRD-A40127632-004-01-8	BRD-A40127632
BRD-K43305603-004-02-8	BRD-K43305603	BRD-K58951486-004-01-5	BRD-K58951486
BRD-K33623053-304-02-5	BRD-K33623053	BRD-K36163066-304-01-6	BRD-K36163066
BRD-K82941592-238-04-5	BRD-K82941592	BRD-M41627219-238-01-7	BRD-M41627219
BRD-K38684403-001-05-4	BRD-K38684403	BRD-K58211978-001-01-5	BRD-K58211978
BRD-K56211775-001-03-8	BRD-K56211775	BRD-A96383502-001-01-3	BRD-A96383502
BRD-K00234327-036-05-1	BRD-K00234327	BRD-M08478673-036-02-1	BRD-M08478673
BRD-K20482099-001-11-0	BRD-K20482099	BRD-A76747559-001-03-1	BRD-A76747559
BRD-K20482099-001-10-2	BRD-K20482099	BRD-K22924152-001-01-4	BRD-K22924152
BRD-K53972329-001-07-0	BRD-K53972329	BRD-K19601669-001-02-7	BRD-K19601669
BRD-K91456750-238-01-7	BRD-K91456750	BRD-M32063731-001-01-7	BRD-M32063731
BRD-K93632104-001-19-8	BRD-K93632104	BRD-M30512773-001-05-5	BRD-M30512773
BRD-K93632104-001-18-0	BRD-K93632104	BRD-M30512773-001-06-3	BRD-M30512773
BRD-K42497885-001-01-1	BRD-K42497885	BRD-K50134774-416-01-3	BRD-K50134774
BRD-K42497885-001-01-1	BRD-K42497885	BRD-U84587623-000-01-5	BRD-U84587623
BRD-K78809024-001-05-7	BRD-K78809024	BRD-K01253243-001-03-0	BRD-K01253243
BRD-K72925150-001-11-1	BRD-K72925150	BRD-K35504063-001-01-7	BRD-K35504063
BRD-K01825659-001-01-9	BRD-K01825659	BRD-U65696040-000-01-2	BRD-U65696040
BRD-K82036761-003-20-3	BRD-K82036761	BRD-K70464547-003-01-2	BRD-K70464547
BRD-K11631773-001-11-6	BRD-K11631773	BRD-K04837843-001-01-5	BRD-K04837843
BRD-K80353138-001-16-2	BRD-K80353138	BRD-K47267049-001-01-6	BRD-K47267049
BRD-K68379918-001-02-9	BRD-K68379918	BRD-M11664367-001-01-8	BRD-M11664367
BRD-K22134346-001-30-6	BRD-K22134346	BRD-K94986873-001-01-4	BRD-K94986873
BRD-K84937637-001-11-5	BRD-K84937637	BRD-K79988249-001-01-6	BRD-K79988249
BRD-K71772032-001-01-3	BRD-K71772032	BRD-M71798497-001-01-4	BRD-M71798497
BRD-K71772032-315-02-5	BRD-K71772032	BRD-M47753525-343-01-2	BRD-M47753525
BRD-K71772032-315-01-7	BRD-K71772032	BRD-A29840884-001-01-2	BRD-A29840884
BRD-K71772032-315-03-9	BRD-K71772032	BRD-K71772032-343-03-9	BRD-K71772032
BRD-K10836013-001-01-3	BRD-K10836013	BRD-U60340452-000-01-3	BRD-U60340452
BRD-K19416115-001-05-3	BRD-K19416115	BRD-U27206154-000-01-9	BRD-U27206154
BRD-K79402892-001-07-5	BRD-K79402892	BRD-K16553588-001-01-3	BRD-K16553588
BRD-K93201765-001-01-0	BRD-K93201765	BRD-M54096567-001-02-7	BRD-M54096567
BRD-K00026984-001-02-9	BRD-K00026984	BRD-K05674516-001-02-5	BRD-K05674516
BRD-K66845263-001-04-8	BRD-K66845263	BRD-K10999968-001-01-4	BRD-K10999968
BRD-K68405354-001-07-2	BRD-K68405354	BRD-K96659869-001-09-4	BRD-K96659869
BRD-K07612980-001-07-9	BRD-K07612980	BRD-A26423207-001-01-0	BRD-A26423207
BRD-K11905747-300-12-1	BRD-K11905747	BRD-K38300715-300-01-5	BRD-K38300715
BRD-K90027355-001-19-0	BRD-K90027355	BRD-A97808748-001-03-8	BRD-A97808748
BRD-K90027355-001-20-8	BRD-K90027355	BRD-A71422083-001-15-5	BRD-A71422083
BRD-K90027355-001-20-8	BRD-K90027355	BRD-K30171400-001-01-2	BRD-K30171400
BRD-K93880783-001-28-2	BRD-K93880783	BRD-A06317634-001-10-2	BRD-A06317634
BRD-K41422683-001-05-5	BRD-K41422683	BRD-K84424780-001-01-0	BRD-K84424780
BRD-K07166362-330-01-0	BRD-K07166362	BRD-K91768078-330-01-5	BRD-K91768078
BRD-K07166362-330-01-0	BRD-K07166362	BRD-M30124979-326-01-1	BRD-M30124979
BRD-K07166362-330-02-8	BRD-K07166362	BRD-K91768078-330-02-3	BRD-K91768078
BRD-K07166362-330-02-8	BRD-K07166362	BRD-M87628937-326-02-2	BRD-M87628937
BRD-K34411947-001-17-4	BRD-K34411947	BRD-A25576662-001-02-2	BRD-A25576662
BRD-K83146339-001-04-0	BRD-K83146339	BRD-M65265990-001-03-0	BRD-M65265990
BRD-K83146339-001-03-2	BRD-K83146339	BRD-K88014802-001-01-9	BRD-K88014802
BRD-K83146339-001-03-2	BRD-K83146339	BRD-M65265990-001-02-2	BRD-M65265990
BRD-K83146339-001-05-7	BRD-K83146339	BRD-K83146339-001-01-6	BRD-K83146339
BRD-K58968598-001-03-6	BRD-K58968598	BRD-K23414802-001-01-9	BRD-K23414802
BRD-K44133266-001-10-0	BRD-K44133266	BRD-K85679373-001-01-1	BRD-K85679373
BRD-K44133266-236-03-7	BRD-K44133266	BRD-K85679373-236-01-3	BRD-K85679373
BRD-K72384124-001-08-0	BRD-K72384124	BRD-K73698987-001-01-3	BRD-K73698987
BRD-K04254814-001-01-8	BRD-K04254814	BRD-M62362637-001-02-9	BRD-M62362637
BRD-K84810336-001-01-9	BRD-K84810336	BRD-K05009775-001-02-0	BRD-K05009775
BRD-K38602774-001-03-2	BRD-K38602774	BRD-K59265707-001-01-8	BRD-K59265707
BRD-A55272860-001-15-3	BRD-A55272860	BRD-A10715913-001-04-6	BRD-A10715913
BRD-K02965346-001-07-5	BRD-K02965346	BRD-K59067695-001-02-0	BRD-K59067695
BRD-K53600683-051-01-5	BRD-K53600683	BRD-M26279695-051-02-4	BRD-M26279695
BRD-K69608737-001-10-2	BRD-K69608737	BRD-A96754982-001-01-4	BRD-A96754982
BRD-K69608737-001-09-4	BRD-K69608737	BRD-K54509797-001-01-5	BRD-K54509797
BRD-K52751261-001-08-7	BRD-K52751261	BRD-K03865741-001-01-0	BRD-K03865741
BRD-K58501140-002-01-0	BRD-K58501140	BRD-M64443684-002-02-5	BRD-M64443684
BRD-K81473043-001-19-5	BRD-K81473043	BRD-K34504123-001-01-6	BRD-K34504123
BRD-K72912098-001-03-1	BRD-K72912098	BRD-K83470352-001-01-2	BRD-K83470352
BRD-K95053546-001-03-5	BRD-K95053546	BRD-U44097393-000-01-2	BRD-U44097393
BRD-K10362825-001-04-2	BRD-K10362825	BRD-K94631066-001-01-3	BRD-K94631066
BRD-A50157456-065-21-4	BRD-A50157456	BRD-M79902621-065-06-7	BRD-M79902621
BRD-K08078237-001-20-6	BRD-K08078237	BRD-K59640580-001-07-1	BRD-K59640580
BRD-K58049875-001-03-9	BRD-K58049875	BRD-A89819812-001-02-8	BRD-A89819812
BRD-K58049875-001-01-3	BRD-K58049875	BRD-A86083681-001-01-4	BRD-A86083681
BRD-K58049875-001-02-1	BRD-K58049875	BRD-A91347104-001-01-5	BRD-A91347104
BRD-K58049875-001-04-7	BRD-K58049875	BRD-A89819812-001-01-0	BRD-A89819812
BRD-K58049875-001-04-7	BRD-K58049875	BRD-A51799737-001-01-0	BRD-A51799737
BRD-K29229654-304-04-6	BRD-K29229654	BRD-A91757199-001-01-1	BRD-A91757199
BRD-K29229654-304-02-0	BRD-K29229654	BRD-A91757199-304-01-9	BRD-A91757199
BRD-K29229654-304-03-8	BRD-K29229654	BRD-A91757199-304-02-7	BRD-A91757199
BRD-K92968657-001-02-4	BRD-K92968657	BRD-K75058612-001-01-1	BRD-K75058612
BRD-K05619559-001-12-7	BRD-K05619559	BRD-K96342952-001-01-2	BRD-K96342952
BRD-K57305459-001-01-4	BRD-K57305459	BRD-U58371969-000-01-8	BRD-U58371969
BRD-K31283835-001-08-4	BRD-K31283835	BRD-K36280065-001-01-1	BRD-K36280065
BRD-K31283835-048-04-4	BRD-K31283835	BRD-K36280065-048-01-2	BRD-K36280065
BRD-K55675242-001-03-0	BRD-K55675242	BRD-K64622987-001-01-4	BRD-K64622987
BRD-K15014948-001-12-9	BRD-K15014948	BRD-K79165417-001-01-7	BRD-K79165417
BRD-K77554836-001-14-0	BRD-K77554836	BRD-A37780065-001-04-5	BRD-A37780065
BRD-K77554836-001-13-2	BRD-K77554836	BRD-K97780336-001-01-9	BRD-K97780336
BRD-K80431395-001-09-9	BRD-K80431395	BRD-K85975921-001-01-0	BRD-K85975921
BRD-K03243820-001-24-6	BRD-K03243820	BRD-A64485570-001-12-8	BRD-A64485570
BRD-K03243820-001-25-3	BRD-K03243820	BRD-A64485570-001-11-0	BRD-A64485570
BRD-A04497688-001-05-9	BRD-A04497688	BRD-A99644790-001-02-4	BRD-A99644790
BRD-A04497688-001-04-2	BRD-A04497688	BRD-A66155091-001-01-8	BRD-A66155091
BRD-K39484304-001-16-5	BRD-K39484304	BRD-K81258678-001-01-0	BRD-K81258678
BRD-K50866992-003-10-3	BRD-K50866992	BRD-A79226577-003-19-3	BRD-A79226577
BRD-K50866992-003-09-5	BRD-K50866992	BRD-M19407551-300-01-6	BRD-M19407551
BRD-K73529671-001-04-5	BRD-K73529671	BRD-A74160776-001-04-4	BRD-A74160776
BRD-K73529671-001-03-7	BRD-K73529671	BRD-K03928833-001-01-5	BRD-K03928833
BRD-K37753391-046-03-2	BRD-K37753391	BRD-K90749417-046-01-8	BRD-K90749417
BRD-K18787491-001-10-2	BRD-K18787491	BRD-M37437038-001-01-8	BRD-M37437038
BRD-K18787491-001-11-0	BRD-K18787491	BRD-M92812175-001-01-7	BRD-M92812175
BRD-K53532120-003-11-1	BRD-K53532120	BRD-M57185017-300-01-9	BRD-M57185017
BRD-K64381438-001-02-0	BRD-K64381438	BRD-K55641198-001-01-0	BRD-K55641198
BRD-K64381438-001-03-8	BRD-K64381438	BRD-K76197012-001-01-2	BRD-K76197012
BRD-K13050303-001-18-1	BRD-K13050303	BRD-K32566431-001-01-4	BRD-K32566431
BRD-K01825013-385-04-9	BRD-K01825013	BRD-K01825013-335-04-9	BRD-K01825013
BRD-K15697815-001-16-2	BRD-K15697815	BRD-K87300616-001-01-9	BRD-K87300616
BRD-K68185022-001-14-8	BRD-K68185022	BRD-A61767428-001-01-9	BRD-A61767428
BRD-A12417644-001-07-6	BRD-A12417644	BRD-A99182808-001-04-1	BRD-A99182808
BRD-A12417644-001-06-8	BRD-A12417644	BRD-A99182808-001-03-3	BRD-A99182808
BRD-K01825663-001-01-9	BRD-K01825663	BRD-A08013053-003-01-2	BRD-A08013053
BRD-K41260949-236-20-0	BRD-K41260949	BRD-M19962486-236-03-2	BRD-M19962486
BRD-K41260949-236-19-2	BRD-K41260949	BRD-M19962486-236-02-4	BRD-M19962486
BRD-K91065602-003-05-5	BRD-K91065602	BRD-K60071190-003-01-7	BRD-K60071190
BRD-K20168442-004-07-1	BRD-K20168442	BRD-A82463680-004-02-5	BRD-A82463680
BRD-K20168442-004-06-3	BRD-K20168442	BRD-K07365190-004-01-7	BRD-K07365190
BRD-K38548312-001-01-0	BRD-K38548312	BRD-K20177260-001-01-0	BRD-K20177260
BRD-M36487418-001-05-5	BRD-M36487418	BRD-M36487418-001-04-8	BRD-M36487418
BRD-K06519765-065-02-4	BRD-K06519765	BRD-K01188359-065-23-1	BRD-K01188359
BRD-K06519765-001-03-7	BRD-K06519765	BRD-K01188359-001-03-8	BRD-K01188359
BRD-K06519765-065-04-0	BRD-K06519765	BRD-A55594068-065-04-9	BRD-A55594068
BRD-K06519765-001-02-9	BRD-K06519765	BRD-K01188359-001-04-6	BRD-K01188359
BRD-K06519765-001-02-9	BRD-K06519765	BRD-A39708826-001-01-0	BRD-A39708826
BRD-K06519765-001-01-1	BRD-K06519765	BRD-A66484359-001-01-9	BRD-A66484359
BRD-K06519765-065-03-2	BRD-K06519765	BRD-K12515392-065-01-7	BRD-K12515392
BRD-K12251893-065-06-2	BRD-K12251893	BRD-A60414806-065-02-4	BRD-A60414806
BRD-K12251893-065-05-4	BRD-K12251893	BRD-K98953900-065-01-2	BRD-K98953900
BRD-K12251893-065-02-1	BRD-K12251893	BRD-K49229349-065-02-4	BRD-K49229349
BRD-K12251893-065-04-7	BRD-K12251893	BRD-K49229349-065-01-6	BRD-K49229349
BRD-K12251893-065-03-9	BRD-K12251893	BRD-A60578817-065-01-5	BRD-A60578817
BRD-K64120610-046-01-9	BRD-K64120610	BRD-A52946717-045-01-7	BRD-A52946717
BRD-K64120610-001-01-4	BRD-K64120610	BRD-K10549975-001-01-8	BRD-K10549975
BRD-K53318339-001-26-4	BRD-K53318339	BRD-K25429851-001-01-5	BRD-K25429851
BRD-K66850609-001-07-4	BRD-K66850609	BRD-K59331299-001-01-2	BRD-K59331299
BRD-K87343924-001-15-6	BRD-K87343924	BRD-K62662086-001-01-2	BRD-K62662086
BRD-K87343924-001-15-6	BRD-K87343924	BRD-A75409952-001-12-3	BRD-A75409952
BRD-A59337442-051-07-9	BRD-A59337442	BRD-M39942365-051-06-2	BRD-M39942365
BRD-A59337442-051-06-1	BRD-A59337442	BRD-M39942365-051-07-0	BRD-M39942365
BRD-A59337442-051-05-3	BRD-A59337442	BRD-M39942365-051-05-4	BRD-M39942365
BRD-K76703230-004-04-1	BRD-K76703230	BRD-U99450240-000-01-2	BRD-U99450240
BRD-K35586044-003-16-2	BRD-K35586044	BRD-A87445400-003-04-4	BRD-A87445400
BRD-K23067689-001-03-9	BRD-K23067689	BRD-K75153898-001-01-5	BRD-K75153898
BRD-K87714311-001-04-3	BRD-K87714311	BRD-K58673634-001-01-2	BRD-K58673634
BRD-K87714311-001-03-5	BRD-K87714311	BRD-A01145011-001-07-1	BRD-A01145011
BRD-K13330768-001-01-1	BRD-K13330768	BRD-K86452172-410-01-8	BRD-K86452172
BRD-K46654563-238-01-0	BRD-K46654563	BRD-M85357167-001-01-2	BRD-M85357167
BRD-K96631475-001-04-0	BRD-K96631475	BRD-K61920224-001-01-8	BRD-K61920224
BRD-K07395323-001-01-0	BRD-K07395323	BRD-A34299591-001-23-2	BRD-A34299591
BRD-K44408410-001-22-6	BRD-K44408410	BRD-K42136116-001-01-6	BRD-K42136116
BRD-K82903013-001-01-4	BRD-K82903013	BRD-K50339813-001-01-1	BRD-K50339813
BRD-K77791657-001-01-1	BRD-K77791657	BRD-K55942458-001-01-7	BRD-K55942458
BRD-K01825682-077-01-9	BRD-K01825682	BRD-M64651705-077-02-0	BRD-M64651705
BRD-A40504327-003-03-9	BRD-A40504327	BRD-A40504327-001-03-9	BRD-A40504327
BRD-K67173685-001-08-5	BRD-K67173685	BRD-K56468417-001-01-2	BRD-K56468417
BRD-K87535339-001-01-6	BRD-K87535339	BRD-A99177285-001-01-9	BRD-A99177285
BRD-K01666923-236-01-9	BRD-K01666923	BRD-A96977263-236-01-3	BRD-A96977263
BRD-K65377893-001-08-2	BRD-K65377893	BRD-K15457970-001-01-4	BRD-K15457970
