broad_sample	broad_id	plate_map_name	solvent
BRD-A24191444-046-02-1	BRD-A24191444	C-7161-01-LM6-006	DMSO
BRD-A02710418-003-11-8	BRD-A02710418	C-7161-01-LM6-006	DMSO
BRD-A24560335-300-01-2	BRD-A24560335	C-7161-01-LM6-006	DMSO
BRD-K23984367-075-15-2	BRD-K23984367	C-7161-01-LM6-006	DMSO
BRD-K24219278-001-01-6	BRD-K24219278	C-7161-01-LM6-006	DMSO
BRD-A24514565-001-09-7	BRD-A24514565	C-7161-01-LM6-006	DMSO
BRD-K24576554-001-04-8	BRD-K24576554	C-7161-01-LM6-006	DMSO
		C-7161-01-LM6-012	DMSO
BRD-K00077635-304-01-2	BRD-K00077635	C-7161-01-LM6-012	DMSO
BRD-K00152668-001-01-5	BRD-K00152668	C-7161-01-LM6-012	DMSO
BRD-K00259736-001-16-4	BRD-K00259736	C-7161-01-LM6-012	DMSO
BRD-A00147595-001-01-5	BRD-A00147595	C-7161-01-LM6-012	DMSO
BRD-A00218260-001-03-4	BRD-A00218260	C-7161-01-LM6-012	DMSO
BRD-A00376169-001-01-6	BRD-A00376169	C-7161-01-LM6-012	DMSO
BRD-K00494077-066-01-9	BRD-K00494077	C-7161-01-LM6-012	DMSO
BRD-A00546892-001-02-6	BRD-A00546892	C-7161-01-LM6-012	DMSO
BRD-K00610438-003-02-5	BRD-K00610438	C-7161-01-LM6-012	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-012	DMSO
BRD-K00521308-019-01-9	BRD-K00521308	C-7161-01-LM6-012	DMSO
BRD-K00603606-003-24-0	BRD-K00603606	C-7161-01-LM6-012	DMSO
BRD-K00662280-001-09-4	BRD-K00662280	C-7161-01-LM6-012	DMSO
BRD-K00673382-001-18-9	BRD-K00673382	C-7161-01-LM6-012	DMSO
BRD-K00674894-001-01-4	BRD-K00674894	C-7161-01-LM6-012	DMSO
BRD-A00938334-001-01-3	BRD-A00938334	C-7161-01-LM6-012	DMSO
BRD-K01029106-001-01-4	BRD-K01029106	C-7161-01-LM6-012	DMSO
BRD-K01174345-001-01-9	BRD-K01174345	C-7161-01-LM6-012	DMSO
BRD-K00911143-001-01-9	BRD-K00911143	C-7161-01-LM6-012	DMSO
BRD-K01039503-001-01-2	BRD-K01039503	C-7161-01-LM6-012	DMSO
BRD-K01292756-001-25-0	BRD-K01292756	C-7161-01-LM6-012	DMSO
BRD-K01577834-001-15-1	BRD-K01577834	C-7161-01-LM6-012	DMSO
BRD-A01636364-003-15-1	BRD-A01636364	C-7161-01-LM6-012	DMSO
BRD-A01787639-003-16-9	BRD-A01787639	C-7161-01-LM6-012	DMSO
BRD-K01621533-001-01-1	BRD-K01621533	C-7161-01-LM6-012	DMSO
BRD-K01663662-003-20-2	BRD-K01663662	C-7161-01-LM6-012	DMSO
BRD-K01674964-300-06-3	BRD-K01674964	C-7161-01-LM6-012	DMSO
BRD-K01815685-001-15-5	BRD-K01815685	C-7161-01-LM6-012	DMSO
BRD-K01824921-001-18-5	BRD-K01824921	C-7161-01-LM6-012	DMSO
BRD-K02113016-001-15-4	BRD-K02113016	C-7161-01-LM6-012	DMSO
BRD-K02265150-001-26-5	BRD-K02265150	C-7161-01-LM6-012	DMSO
BRD-K02292852-001-02-1	BRD-K02292852	C-7161-01-LM6-012	DMSO
BRD-K02079473-001-01-3	BRD-K02079473	C-7161-01-LM6-012	DMSO
BRD-K02123250-001-06-7	BRD-K02123250	C-7161-01-LM6-012	DMSO
BRD-K02314383-001-01-3	BRD-K02314383	C-7161-01-LM6-012	DMSO
BRD-A02367930-001-04-5	BRD-A02367930	C-7161-01-LM6-012	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-012	DMSO
BRD-K02501528-001-01-1	BRD-K02501528	C-7161-01-LM6-012	DMSO
BRD-K02867583-300-08-9	BRD-K02867583	C-7161-01-LM6-012	DMSO
BRD-K02389548-001-02-5	BRD-K02389548	C-7161-01-LM6-012	DMSO
BRD-K02404261-001-16-7	BRD-K02404261	C-7161-01-LM6-012	DMSO
BRD-K02637541-001-18-0	BRD-K02637541	C-7161-01-LM6-012	DMSO
BRD-K02900412-001-11-3	BRD-K02900412	C-7161-01-LM6-012	DMSO
BRD-K02943813-001-01-9	BRD-K02943813	C-7161-01-LM6-012	DMSO
BRD-A02990301-003-06-6	BRD-A02990301	C-7161-01-LM6-012	DMSO
BRD-A03061970-003-07-3	BRD-A03061970	C-7161-01-LM6-012	DMSO
BRD-K03194791-001-04-8	BRD-K03194791	C-7161-01-LM6-012	DMSO
BRD-K02950022-001-02-9	BRD-K02950022	C-7161-01-LM6-012	DMSO
BRD-K02992638-001-11-8	BRD-K02992638	C-7161-01-LM6-012	DMSO
BRD-K03095347-001-06-1	BRD-K03095347	C-7161-01-LM6-012	DMSO
BRD-K05658747-001-02-9	BRD-K05658747	C-7161-01-LM6-012	DMSO
BRD-A03249105-001-01-9	BRD-A03249105	C-7161-01-LM6-012	DMSO
BRD-K03816923-001-05-4	BRD-K03816923	C-7161-01-LM6-012	DMSO
BRD-K03390685-001-01-7	BRD-K03390685	C-7161-01-LM6-012	DMSO
BRD-A03216249-003-24-3	BRD-A03216249	C-7161-01-LM6-012	DMSO
BRD-K03289534-001-01-4	BRD-K03289534	C-7161-01-LM6-012	DMSO
BRD-K03384561-001-02-7	BRD-K03384561	C-7161-01-LM6-012	DMSO
BRD-K03449891-001-08-6	BRD-K03449891	C-7161-01-LM6-012	DMSO
		C-7161-01-LM6-013	DMSO
BRD-K37289225-001-36-4	BRD-K37289225	C-7161-01-LM6-013	DMSO
BRD-K37385792-003-02-1	BRD-K37385792	C-7161-01-LM6-013	DMSO
BRD-K37561857-001-15-5	BRD-K37561857	C-7161-01-LM6-013	DMSO
BRD-K37355418-236-01-6	BRD-K37355418	C-7161-01-LM6-013	DMSO
BRD-K38744518-001-01-7	BRD-K38744518	C-7161-01-LM6-013	DMSO
BRD-K37590257-001-02-8	BRD-K37590257	C-7161-01-LM6-013	DMSO
BRD-A37780065-001-04-5	BRD-A37780065	C-7161-01-LM6-013	DMSO
BRD-K37872686-003-01-9	BRD-K37872686	C-7161-01-LM6-013	DMSO
BRD-A37959677-001-04-5	BRD-A37959677	C-7161-01-LM6-013	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-013	DMSO
BRD-K37846922-001-09-4	BRD-K37846922	C-7161-01-LM6-013	DMSO
BRD-K37890730-001-15-1	BRD-K37890730	C-7161-01-LM6-013	DMSO
BRD-K37991163-003-13-4	BRD-K37991163	C-7161-01-LM6-013	DMSO
BRD-K38183498-001-02-0	BRD-K38183498	C-7161-01-LM6-013	DMSO
BRD-K38436528-003-26-1	BRD-K38436528	C-7161-01-LM6-013	DMSO
BRD-A67373739-001-02-2	BRD-A67373739	C-7161-01-LM6-013	DMSO
BRD-K38868394-001-01-3	BRD-K38868394	C-7161-01-LM6-013	DMSO
BRD-K39339537-001-21-0	BRD-K39339537	C-7161-01-LM6-013	DMSO
BRD-K38473998-001-02-0	BRD-K38473998	C-7161-01-LM6-013	DMSO
BRD-K39252998-003-01-5	BRD-K39252998	C-7161-01-LM6-013	DMSO
BRD-M39350793-334-01-1	BRD-M39350793	C-7161-01-LM6-013	DMSO
BRD-K39974922-001-04-3	BRD-K39974922	C-7161-01-LM6-013	DMSO
BRD-K40227168-001-12-9	BRD-K40227168	C-7161-01-LM6-013	DMSO
BRD-K40758068-001-08-2	BRD-K40758068	C-7161-01-LM6-013	DMSO
BRD-A40084411-003-07-7	BRD-A40084411	C-7161-01-LM6-013	DMSO
BRD-A40639672-234-18-0	BRD-A40639672	C-7161-01-LM6-013	DMSO
BRD-K40738845-001-05-0	BRD-K40738845	C-7161-01-LM6-013	DMSO
BRD-A40787240-066-04-6	BRD-A40787240	C-7161-01-LM6-013	DMSO
BRD-K41185545-001-02-3	BRD-K41185545	C-7161-01-LM6-013	DMSO
BRD-K41260949-236-16-8	BRD-K41260949	C-7161-01-LM6-013	DMSO
BRD-K41434598-003-01-9	BRD-K41434598	C-7161-01-LM6-013	DMSO
BRD-A41451487-001-11-2	BRD-A41451487	C-7161-01-LM6-013	DMSO
BRD-K41213548-001-02-0	BRD-K41213548	C-7161-01-LM6-013	DMSO
BRD-K41410256-304-02-2	BRD-K41410256	C-7161-01-LM6-013	DMSO
BRD-K41524689-001-23-5	BRD-K41524689	C-7161-01-LM6-013	DMSO
BRD-K41783120-001-02-8	BRD-K41783120	C-7161-01-LM6-013	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-013	DMSO
BRD-K42352790-001-05-3	BRD-K42352790	C-7161-01-LM6-013	DMSO
BRD-K42495768-001-01-7	BRD-K42495768	C-7161-01-LM6-013	DMSO
BRD-K42098891-003-20-5	BRD-K42098891	C-7161-01-LM6-013	DMSO
BRD-K42348709-003-13-1	BRD-K42348709	C-7161-01-LM6-013	DMSO
BRD-K42417338-045-01-9	BRD-K42417338	C-7161-01-LM6-013	DMSO
BRD-K42679050-001-02-1	BRD-K42679050	C-7161-01-LM6-013	DMSO
BRD-K42948882-305-01-1	BRD-K42948882	C-7161-01-LM6-013	DMSO
BRD-K43002771-034-01-6	BRD-K43002771	C-7161-01-LM6-013	DMSO
BRD-K43164539-001-11-5	BRD-K43164539	C-7161-01-LM6-013	DMSO
BRD-K43457670-001-27-8	BRD-K43457670	C-7161-01-LM6-013	DMSO
BRD-K42981054-001-01-9	BRD-K42981054	C-7161-01-LM6-013	DMSO
BRD-A43082555-001-01-1	BRD-A43082555	C-7161-01-LM6-013	DMSO
BRD-K43410529-001-02-3	BRD-K43410529	C-7161-01-LM6-013	DMSO
BRD-K43578482-001-01-4	BRD-K43578482	C-7161-01-LM6-013	DMSO
BRD-K43887077-003-26-3	BRD-K43887077	C-7161-01-LM6-013	DMSO
BRD-A44090213-001-25-6	BRD-A44090213	C-7161-01-LM6-013	DMSO
BRD-K44309363-003-02-1	BRD-K44309363	C-7161-01-LM6-013	DMSO
BRD-A43882281-001-15-5	BRD-A43882281	C-7161-01-LM6-013	DMSO
BRD-K43966364-237-04-8	BRD-K43966364	C-7161-01-LM6-013	DMSO
BRD-K44273375-001-25-0	BRD-K44273375	C-7161-01-LM6-013	DMSO
BRD-K44353683-001-08-3	BRD-K44353683	C-7161-01-LM6-013	DMSO
		C-7161-01-LM6-007	DMSO
BRD-K41772907-001-01-2	BRD-K41772907	C-7161-01-LM6-007	DMSO
BRD-A42759514-001-20-5	BRD-A42759514	C-7161-01-LM6-007	DMSO
BRD-K42898655-001-01-8	BRD-K42898655	C-7161-01-LM6-007	DMSO
BRD-A42699921-001-02-8	BRD-A42699921	C-7161-01-LM6-007	DMSO
BRD-K42805893-001-04-9	BRD-K42805893	C-7161-01-LM6-007	DMSO
BRD-K43586850-001-02-9	BRD-K43586850	C-7161-01-LM6-007	DMSO
BRD-K43723251-001-01-5	BRD-K43723251	C-7161-01-LM6-007	DMSO
BRD-K43802723-340-01-9	BRD-K43802723	C-7161-01-LM6-007	DMSO
BRD-K44408410-001-17-6	BRD-K44408410	C-7161-01-LM6-007	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-007	DMSO
BRD-K43797669-001-30-4	BRD-K43797669	C-7161-01-LM6-007	DMSO
BRD-K44366189-001-01-9	BRD-K44366189	C-7161-01-LM6-007	DMSO
BRD-K44442813-001-12-9	BRD-K44442813	C-7161-01-LM6-007	DMSO
BRD-A44448661-001-04-8	BRD-A44448661	C-7161-01-LM6-007	DMSO
BRD-K37111771-300-02-6	BRD-K37111771	C-7161-01-LM6-007	DMSO
BRD-A38076815-003-10-3	BRD-A38076815	C-7161-01-LM6-007	DMSO
BRD-K38852836-001-02-1	BRD-K38852836	C-7161-01-LM6-007	DMSO
BRD-K41438959-001-01-7	BRD-K41438959	C-7161-01-LM6-007	DMSO
BRD-A37288617-003-02-2	BRD-A37288617	C-7161-01-LM6-007	DMSO
BRD-K40718343-001-02-6	BRD-K40718343	C-7161-01-LM6-007	DMSO
BRD-K42191735-001-05-3	BRD-K42191735	C-7161-01-LM6-007	DMSO
BRD-K43806473-066-02-1	BRD-K43806473	C-7161-01-LM6-007	DMSO
BRD-K51350053-048-16-5	BRD-K51350053	C-7161-01-LM6-007	DMSO
BRD-K52020312-001-26-8	BRD-K52020312	C-7161-01-LM6-007	DMSO
BRD-K51333959-003-01-3	BRD-K51333959	C-7161-01-LM6-007	DMSO
BRD-A51382177-236-03-0	BRD-A51382177	C-7161-01-LM6-007	DMSO
BRD-K51485625-001-08-4	BRD-K51485625	C-7161-01-LM6-007	DMSO
BRD-K52080565-001-09-2	BRD-K52080565	C-7161-01-LM6-007	DMSO
BRD-K52172416-001-11-4	BRD-K52172416	C-7161-01-LM6-007	DMSO
BRD-K52911425-001-09-8	BRD-K52911425	C-7161-01-LM6-007	DMSO
BRD-K52959329-238-01-9	BRD-K52959329	C-7161-01-LM6-007	DMSO
BRD-K52989797-003-26-4	BRD-K52989797	C-7161-01-LM6-007	DMSO
BRD-K52183142-001-01-3	BRD-K52183142	C-7161-01-LM6-007	DMSO
BRD-A52922642-001-03-7	BRD-A52922642	C-7161-01-LM6-007	DMSO
BRD-K53581288-001-02-9	BRD-K53581288	C-7161-01-LM6-007	DMSO
BRD-K53665955-001-03-0	BRD-K53665955	C-7161-01-LM6-007	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-007	DMSO
BRD-K54472332-001-03-4	BRD-K54472332	C-7161-01-LM6-007	DMSO
BRD-K54640016-001-04-7	BRD-K54640016	C-7161-01-LM6-007	DMSO
BRD-K53737926-003-27-8	BRD-K53737926	C-7161-01-LM6-007	DMSO
BRD-K53765467-001-02-1	BRD-K53765467	C-7161-01-LM6-007	DMSO
BRD-K54520417-001-01-2	BRD-K54520417	C-7161-01-LM6-007	DMSO
BRD-K54759182-003-08-0	BRD-K54759182	C-7161-01-LM6-007	DMSO
BRD-K55250441-001-13-0	BRD-K55250441	C-7161-01-LM6-007	DMSO
BRD-K89732114-300-08-9	BRD-K89732114	C-7161-01-LM6-007	DMSO
BRD-K73395020-001-02-3	BRD-K73395020	C-7161-01-LM6-007	DMSO
BRD-K01192156-001-02-7	BRD-K01192156	C-7161-01-LM6-007	DMSO
BRD-A55272860-001-15-3	BRD-A55272860	C-7161-01-LM6-007	DMSO
BRD-K48168960-001-19-2	BRD-K48168960	C-7161-01-LM6-007	DMSO
BRD-K70792160-003-04-6	BRD-K70792160	C-7161-01-LM6-007	DMSO
BRD-A84045418-001-03-1	BRD-A84045418	C-7161-01-LM6-007	DMSO
BRD-K60623809-001-02-0	BRD-K60623809	C-7161-01-LM6-007	DMSO
BRD-A56359832-001-11-1	BRD-A56359832	C-7161-01-LM6-007	DMSO
BRD-K51040301-001-02-1	BRD-K51040301	C-7161-01-LM6-007	DMSO
BRD-K67868012-001-07-6	BRD-K67868012	C-7161-01-LM6-007	DMSO
BRD-K40175214-001-11-6	BRD-K40175214	C-7161-01-LM6-007	DMSO
BRD-K51033547-003-02-6	BRD-K51033547	C-7161-01-LM6-007	DMSO
BRD-A51964809-003-12-6	BRD-A51964809	C-7161-01-LM6-007	DMSO
		C-7161-01-LM6-003	DMSO
BRD-K31111078-001-04-2	BRD-K31111078	C-7161-01-LM6-003	DMSO
BRD-A31159102-003-30-4	BRD-A31159102	C-7161-01-LM6-003	DMSO
BRD-K23499943-003-01-6	BRD-K23499943	C-7161-01-LM6-003	DMSO
BRD-K31135544-001-07-0	BRD-K31135544	C-7161-01-LM6-003	DMSO
BRD-K31309378-001-01-5	BRD-K31309378	C-7161-01-LM6-003	DMSO
BRD-K31385749-003-01-3	BRD-K31385749	C-7161-01-LM6-003	DMSO
BRD-A31521121-001-26-4	BRD-A31521121	C-7161-01-LM6-003	DMSO
BRD-K31731454-237-02-5	BRD-K31731454	C-7161-01-LM6-003	DMSO
BRD-K31812033-003-11-0	BRD-K31812033	C-7161-01-LM6-003	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-003	DMSO
BRD-K31627533-001-09-5	BRD-K31627533	C-7161-01-LM6-003	DMSO
BRD-A31811760-001-06-7	BRD-A31811760	C-7161-01-LM6-003	DMSO
BRD-K31841515-001-07-8	BRD-K31841515	C-7161-01-LM6-003	DMSO
BRD-K32101625-001-01-6	BRD-K32101625	C-7161-01-LM6-003	DMSO
BRD-K32247306-001-29-4	BRD-K32247306	C-7161-01-LM6-003	DMSO
BRD-K32285926-001-02-1	BRD-K32285926	C-7161-01-LM6-003	DMSO
BRD-K32405725-001-02-8	BRD-K32405725	C-7161-01-LM6-003	DMSO
BRD-K32744045-001-31-2	BRD-K32744045	C-7161-01-LM6-003	DMSO
BRD-A32269193-001-01-5	BRD-A32269193	C-7161-01-LM6-003	DMSO
BRD-K32501161-300-06-2	BRD-K32501161	C-7161-01-LM6-003	DMSO
BRD-K32821942-001-21-3	BRD-K32821942	C-7161-01-LM6-003	DMSO
BRD-K33141550-003-05-7	BRD-K33141550	C-7161-01-LM6-003	DMSO
BRD-K33211335-004-01-7	BRD-K33211335	C-7161-01-LM6-003	DMSO
BRD-A33447119-001-10-8	BRD-A33447119	C-7161-01-LM6-003	DMSO
BRD-A33168282-003-18-0	BRD-A33168282	C-7161-01-LM6-003	DMSO
BRD-K33226500-001-01-0	BRD-K33226500	C-7161-01-LM6-003	DMSO
BRD-K33379087-001-07-5	BRD-K33379087	C-7161-01-LM6-003	DMSO
BRD-K33453211-003-11-5	BRD-K33453211	C-7161-01-LM6-003	DMSO
BRD-A33711280-003-03-1	BRD-A33711280	C-7161-01-LM6-003	DMSO
BRD-K33852358-001-09-9	BRD-K33852358	C-7161-01-LM6-003	DMSO
BRD-A34006693-001-15-4	BRD-A34006693	C-7161-01-LM6-003	DMSO
BRD-K34022604-001-06-6	BRD-K34022604	C-7161-01-LM6-003	DMSO
BRD-K33732501-004-01-0	BRD-K33732501	C-7161-01-LM6-003	DMSO
BRD-K33882852-003-02-8	BRD-K33882852	C-7161-01-LM6-003	DMSO
BRD-K34154330-003-06-4	BRD-K34154330	C-7161-01-LM6-003	DMSO
BRD-K96550715-001-02-6	BRD-K96550715	C-7161-01-LM6-003	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-003	DMSO
BRD-A34513497-002-02-3	BRD-A34513497	C-7161-01-LM6-003	DMSO
BRD-K34776109-001-16-6	BRD-K34776109	C-7161-01-LM6-003	DMSO
BRD-K34341643-001-01-4	BRD-K34341643	C-7161-01-LM6-003	DMSO
BRD-K34469523-003-03-0	BRD-K34469523	C-7161-01-LM6-003	DMSO
BRD-K34713073-001-01-3	BRD-K34713073	C-7161-01-LM6-003	DMSO
BRD-K34870043-001-01-8	BRD-K34870043	C-7161-01-LM6-003	DMSO
BRD-K35245662-001-01-2	BRD-K35245662	C-7161-01-LM6-003	DMSO
BRD-K35586044-003-15-4	BRD-K35586044	C-7161-01-LM6-003	DMSO
BRD-K35629949-001-02-0	BRD-K35629949	C-7161-01-LM6-003	DMSO
BRD-K35719256-001-02-6	BRD-K35719256	C-7161-01-LM6-003	DMSO
BRD-K35520305-001-17-7	BRD-K35520305	C-7161-01-LM6-003	DMSO
BRD-K35589454-003-01-1	BRD-K35589454	C-7161-01-LM6-003	DMSO
BRD-K35687421-001-02-5	BRD-K35687421	C-7161-01-LM6-003	DMSO
BRD-K35775715-001-03-1	BRD-K35775715	C-7161-01-LM6-003	DMSO
BRD-A36331462-001-02-1	BRD-A36331462	C-7161-01-LM6-003	DMSO
BRD-K36467523-001-02-8	BRD-K36467523	C-7161-01-LM6-003	DMSO
BRD-K36680103-001-01-6	BRD-K36680103	C-7161-01-LM6-003	DMSO
BRD-K36280065-048-01-2	BRD-K36280065	C-7161-01-LM6-003	DMSO
BRD-K36386086-001-01-1	BRD-K36386086	C-7161-01-LM6-003	DMSO
BRD-K36627727-001-05-4	BRD-K36627727	C-7161-01-LM6-003	DMSO
BRD-K36732695-001-01-9	BRD-K36732695	C-7161-01-LM6-003	DMSO
		C-7161-01-LM6-017	DMSO
BRD-K50163129-001-01-4	BRD-K50163129	C-7161-01-LM6-017	DMSO
BRD-A50764878-003-02-8	BRD-A50764878	C-7161-01-LM6-017	DMSO
BRD-K50938287-036-13-8	BRD-K50938287	C-7161-01-LM6-017	DMSO
BRD-K50168500-001-07-9	BRD-K50168500	C-7161-01-LM6-017	DMSO
BRD-K50859149-001-19-5	BRD-K50859149	C-7161-01-LM6-017	DMSO
BRD-A50998626-001-02-1	BRD-A50998626	C-7161-01-LM6-017	DMSO
BRD-K44771174-066-01-0	BRD-K44771174	C-7161-01-LM6-017	DMSO
BRD-K45542189-048-22-1	BRD-K45542189	C-7161-01-LM6-017	DMSO
BRD-A47598013-004-16-0	BRD-A47598013	C-7161-01-LM6-017	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-017	DMSO
BRD-K44827188-001-06-0	BRD-K44827188	C-7161-01-LM6-017	DMSO
BRD-K46386702-001-02-1	BRD-K46386702	C-7161-01-LM6-017	DMSO
BRD-A48430263-003-17-2	BRD-A48430263	C-7161-01-LM6-017	DMSO
BRD-K49111258-003-29-7	BRD-K49111258	C-7161-01-LM6-017	DMSO
BRD-A50311610-300-10-4	BRD-A50311610	C-7161-01-LM6-017	DMSO
BRD-K62387885-001-01-9	BRD-K62387885	C-7161-01-LM6-017	DMSO
BRD-K62398570-300-01-2	BRD-K62398570	C-7161-01-LM6-017	DMSO
BRD-A62879835-001-04-2	BRD-A62879835	C-7161-01-LM6-017	DMSO
BRD-K62363391-001-24-9	BRD-K62363391	C-7161-01-LM6-017	DMSO
BRD-K62858456-001-01-8	BRD-K62858456	C-7161-01-LM6-017	DMSO
BRD-K62965247-001-04-9	BRD-K62965247	C-7161-01-LM6-017	DMSO
BRD-K62391742-001-03-0	BRD-K62391742	C-7161-01-LM6-017	DMSO
BRD-K63550407-001-12-7	BRD-K63550407	C-7161-01-LM6-017	DMSO
BRD-K63675182-003-23-6	BRD-K63675182	C-7161-01-LM6-017	DMSO
BRD-K62996583-001-10-3	BRD-K62996583	C-7161-01-LM6-017	DMSO
BRD-K63630713-001-25-8	BRD-K63630713	C-7161-01-LM6-017	DMSO
BRD-A63675168-001-01-6	BRD-A63675168	C-7161-01-LM6-017	DMSO
BRD-A64553394-001-04-4	BRD-A64553394	C-7161-01-LM6-017	DMSO
BRD-A64485570-001-11-0	BRD-A64485570	C-7161-01-LM6-017	DMSO
BRD-K64538373-001-01-4	BRD-K64538373	C-7161-01-LM6-017	DMSO
BRD-A64977602-001-15-9	BRD-A64977602	C-7161-01-LM6-017	DMSO
BRD-A65013509-003-24-4	BRD-A65013509	C-7161-01-LM6-017	DMSO
BRD-K64504314-001-01-8	BRD-K64504314	C-7161-01-LM6-017	DMSO
BRD-K64931368-003-01-4	BRD-K64931368	C-7161-01-LM6-017	DMSO
BRD-A66155091-001-01-8	BRD-A66155091	C-7161-01-LM6-017	DMSO
BRD-K65991129-001-02-9	BRD-K65991129	C-7161-01-LM6-017	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-017	DMSO
BRD-K66937583-001-01-2	BRD-K66937583	C-7161-01-LM6-017	DMSO
BRD-K67043667-001-26-4	BRD-K67043667	C-7161-01-LM6-017	DMSO
BRD-K65992024-001-01-5	BRD-K65992024	C-7161-01-LM6-017	DMSO
BRD-K66035042-001-10-1	BRD-K66035042	C-7161-01-LM6-017	DMSO
BRD-K67017579-001-28-1	BRD-K67017579	C-7161-01-LM6-017	DMSO
BRD-K67068943-001-01-0	BRD-K67068943	C-7161-01-LM6-017	DMSO
BRD-K67525671-001-02-5	BRD-K67525671	C-7161-01-LM6-017	DMSO
BRD-K67680372-003-02-6	BRD-K67680372	C-7161-01-LM6-017	DMSO
BRD-A61793559-001-15-6	BRD-A61793559	C-7161-01-LM6-017	DMSO
BRD-K62737565-003-02-6	BRD-K62737565	C-7161-01-LM6-017	DMSO
BRD-A67616246-001-07-9	BRD-A67616246	C-7161-01-LM6-017	DMSO
BRD-K67783091-001-26-1	BRD-K67783091	C-7161-01-LM6-017	DMSO
BRD-K61988078-001-01-2	BRD-K61988078	C-7161-01-LM6-017	DMSO
BRD-A63236097-001-01-3	BRD-A63236097	C-7161-01-LM6-017	DMSO
BRD-K64874225-001-04-7	BRD-K64874225	C-7161-01-LM6-017	DMSO
BRD-K67080878-001-15-4	BRD-K67080878	C-7161-01-LM6-017	DMSO
BRD-A61767428-001-01-9	BRD-A61767428	C-7161-01-LM6-017	DMSO
BRD-K63861289-001-19-6	BRD-K63861289	C-7161-01-LM6-017	DMSO
BRD-A65280694-003-13-7	BRD-A65280694	C-7161-01-LM6-017	DMSO
BRD-K61693562-300-01-7	BRD-K61693562	C-7161-01-LM6-017	DMSO
BRD-K61691541-001-01-1	BRD-K61691541	C-7161-01-LM6-017	DMSO
		C-7161-01-LM6-016	DMSO
BRD-K81672972-001-03-1	BRD-K81672972	C-7161-01-LM6-016	DMSO
BRD-K51143828-003-03-1	BRD-K51143828	C-7161-01-LM6-016	DMSO
BRD-K51313569-003-03-3	BRD-K51313569	C-7161-01-LM6-016	DMSO
BRD-K51087630-001-01-6	BRD-K51087630	C-7161-01-LM6-016	DMSO
BRD-K51263939-001-08-6	BRD-K51263939	C-7161-01-LM6-016	DMSO
BRD-K51324732-001-01-0	BRD-K51324732	C-7161-01-LM6-016	DMSO
BRD-K51544265-001-04-2	BRD-K51544265	C-7161-01-LM6-016	DMSO
BRD-K51677086-001-12-0	BRD-K51677086	C-7161-01-LM6-016	DMSO
BRD-K51747290-001-13-1	BRD-K51747290	C-7161-01-LM6-016	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-016	DMSO
BRD-K51662849-001-05-4	BRD-K51662849	C-7161-01-LM6-016	DMSO
BRD-A51714012-003-13-6	BRD-A51714012	C-7161-01-LM6-016	DMSO
BRD-A51820102-008-28-9	BRD-A51820102	C-7161-01-LM6-016	DMSO
BRD-K51967704-001-03-6	BRD-K51967704	C-7161-01-LM6-016	DMSO
BRD-K52233191-001-02-4	BRD-K52233191	C-7161-01-LM6-016	DMSO
BRD-K52313696-001-12-3	BRD-K52313696	C-7161-01-LM6-016	DMSO
BRD-A52660433-066-02-1	BRD-A52660433	C-7161-01-LM6-016	DMSO
BRD-K52751261-001-06-1	BRD-K52751261	C-7161-01-LM6-016	DMSO
BRD-A52252998-001-01-3	BRD-A52252998	C-7161-01-LM6-016	DMSO
BRD-K52662033-003-21-2	BRD-K52662033	C-7161-01-LM6-016	DMSO
BRD-K52818472-001-02-2	BRD-K52818472	C-7161-01-LM6-016	DMSO
BRD-K53061490-003-13-9	BRD-K53061490	C-7161-01-LM6-016	DMSO
BRD-K53318339-001-24-9	BRD-K53318339	C-7161-01-LM6-016	DMSO
BRD-A53566267-001-01-9	BRD-A53566267	C-7161-01-LM6-016	DMSO
BRD-A53176877-001-04-3	BRD-A53176877	C-7161-01-LM6-016	DMSO
BRD-K53414658-001-08-2	BRD-K53414658	C-7161-01-LM6-016	DMSO
BRD-K53517854-051-01-4	BRD-K53517854	C-7161-01-LM6-016	DMSO
BRD-A53576514-048-14-3	BRD-A53576514	C-7161-01-LM6-016	DMSO
BRD-K53814070-310-01-3	BRD-K53814070	C-7161-01-LM6-016	DMSO
BRD-K53963539-004-02-0	BRD-K53963539	C-7161-01-LM6-016	DMSO
BRD-K54006094-051-01-7	BRD-K54006094	C-7161-01-LM6-016	DMSO
BRD-K54256913-001-08-7	BRD-K54256913	C-7161-01-LM6-016	DMSO
BRD-K53857191-001-22-7	BRD-K53857191	C-7161-01-LM6-016	DMSO
