compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00023288,N07,BRD-K28360340-001-08-3,5.294018927,9.22786849375718,DMSO,12,0.064
AB00023288,N08,BRD-K28360340-001-08-3,0.529401893,0.92278684989864,DMSO,12,0.006
AB00023288,N09,BRD-K28360340-001-08-3,5.2940189e-002,9.22786844669417e-002,DMSO,12,0.001
AB00023288,N10,BRD-K33226500-001-01-0,6.137895,10,DMSO,12,0.074
AB00023288,N11,BRD-K33226500-001-01-0,0.6137895,1,DMSO,12,0.007
AB00023288,N12,BRD-K33226500-001-01-0,6.137895e-002,0.1,DMSO,12,0.001
AB00023288,N13,BRD-K00615600-001-13-7,3.186852306,9.94684358323946,DMSO,12,0.038
AB00023288,N14,BRD-K00615600-001-13-7,0.318685231,0.994684359572431,DMSO,12,0.004
AB00023288,N15,BRD-K00615600-001-13-7,3.1868523e-002,9.94684356451219e-002,DMSO,12,0.000
AB00023288,N16,BRD-K12343256-001-17-0,6.153948,10,DMSO,12,0.074
AB00023288,N17,BRD-K12343256-001-17-0,0.6153948,1,DMSO,12,0.007
AB00023288,N18,BRD-K12343256-001-17-0,6.153948e-002,0.1,DMSO,12,0.001
AB00023288,N19,BRD-K49865102-001-09-2,4.82193,10,DMSO,12,0.058
AB00023288,N20,BRD-K49865102-001-09-2,0.482193,1,DMSO,12,0.006
AB00023288,N21,BRD-K49865102-001-09-2,4.82193e-002,0.1,DMSO,12,0.001
AB00023288,N22,BRD-K77625799-001-07-7,4.75354,10,DMSO,12,0.057
AB00023288,N23,BRD-K77625799-001-07-7,0.475354,1,DMSO,12,0.006
AB00023288,N24,BRD-K77625799-001-07-7,4.75354e-002,0.1,DMSO,12,0.001
AB00023288,O01,,,,,0,0.000
AB00023288,O02,,,,,0,0.000
AB00023288,O03,,,,,0,0.000
AB00023288,O04,,,,,0,0.000
AB00023288,O05,,,,,0,0.000
AB00023288,O06,,,,,0,0.000
AB00023288,O07,BRD-K19687926-001-05-8,5.81058,10,DMSO,12,0.070
AB00023288,O08,BRD-K19687926-001-05-8,0.581058,1,DMSO,12,0.007
AB00023288,O09,BRD-K19687926-001-05-8,5.81058e-002,0.1,DMSO,12,0.001
AB00023288,O10,BRD-K76674262-001-03-3,5.456213,10,DMSO,12,0.065
AB00023288,O11,BRD-K76674262-001-03-3,0.5456213,1,DMSO,12,0.007
AB00023288,O12,BRD-K76674262-001-03-3,5.456213e-002,0.1,DMSO,12,0.001
AB00023288,O13,BRD-K62200014-003-08-9,2.92549,10,DMSO,12,0.035
AB00023288,O14,BRD-K62200014-003-08-9,0.292549,1,DMSO,12,0.004
AB00023288,O15,BRD-K62200014-003-08-9,2.92549e-002,0.1,DMSO,12,0.000
AB00023288,O16,BRD-K32828673-001-02-3,3.533686,10,DMSO,12,0.042
AB00023288,O17,BRD-K32828673-001-02-3,0.3533686,1,DMSO,12,0.004
AB00023288,O18,BRD-K32828673-001-02-3,3.533686e-002,0.1,DMSO,12,0.000
AB00023288,O19,BRD-A37630846-001-02-2,5.275199,10,DMSO,12,0.063
AB00023288,O20,BRD-A37630846-001-02-2,0.5275199,1,DMSO,12,0.006
AB00023288,O21,BRD-A37630846-001-02-2,5.275199e-002,0.1,DMSO,12,0.001
AB00023288,O22,BRD-K22149900-001-03-9,5.294018927,9.48519431141211,DMSO,12,0.064
AB00023288,O23,BRD-K22149900-001-03-9,0.529401893,0.948519431678716,DMSO,12,0.006
AB00023288,O24,BRD-K22149900-001-03-9,5.2940189e-002,9.48519426303672e-002,DMSO,12,0.001
AB00023288,P01,BRD-K02130563-001-07-2,3.494262,10,DMSO,12,0.042
AB00023288,P02,BRD-K02130563-001-07-2,0.3494262,1,DMSO,12,0.004
AB00023288,P03,BRD-K02130563-001-07-2,3.494262e-002,0.1,DMSO,12,0.000
AB00023288,P04,BRD-K64800655-001-09-0,3.655683421,10.1130525307367,DMSO,12,0.044
AB00023288,P05,BRD-K64800655-001-09-0,0.365568342,1.01130525279703,DMSO,12,0.004
AB00023288,P06,BRD-K64800655-001-09-0,3.6556834e-002,0.101130524726425,DMSO,12,0.000
AB00023288,P07,BRD-K44844162-001-01-6,4.605315,10,DMSO,12,0.055
AB00023288,P08,BRD-K44844162-001-01-6,0.4605315,1,DMSO,12,0.006
AB00023288,P09,BRD-K44844162-001-01-6,4.605315e-002,0.1,DMSO,12,0.001
AB00023288,P10,BRD-K78659596-001-03-9,3.61029,10,DMSO,12,0.043
AB00023288,P11,BRD-K78659596-001-03-9,0.361029,1,DMSO,12,0.004
AB00023288,P12,BRD-K78659596-001-03-9,3.61029e-002,0.1,DMSO,12,0.000
AB00023288,P13,BRD-K44227013-001-06-4,5.325595,10,DMSO,12,0.064
AB00023288,P14,BRD-K44227013-001-06-4,0.5325595,1,DMSO,12,0.006
AB00023288,P15,BRD-K44227013-001-06-4,5.325595e-002,0.1,DMSO,12,0.001
AB00023288,P16,BRD-A81866333-001-01-9,4.995197,10,DMSO,12,0.060
AB00023288,P17,BRD-A81866333-001-01-9,0.4995197,1,DMSO,12,0.006
AB00023288,P18,BRD-A81866333-001-01-9,4.995197e-002,0.1,DMSO,12,0.001
AB00023288,P19,BRD-K89732114-001-03-4,4.074955696,10,DMSO,12,0.049
AB00023288,P20,BRD-K89732114-001-03-4,0.40749557,1.00000000098161,DMSO,12,0.005
AB00023288,P21,BRD-K89732114-001-03-4,4.0749557e-002,0.100000000098161,DMSO,12,0.000
AB00023288,P22,BRD-K71035033-001-01-4,4.98642,10,DMSO,12,0.060
AB00023288,P23,BRD-K71035033-001-01-4,0.498642,1,DMSO,12,0.006
AB00023288,P24,BRD-K71035033-001-01-4,4.98642e-002,0.1,DMSO,12,0.001
