compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00022422,N07,BRD-K31342827-001-10-4,4.124837,10,DMSO,10,0.041
AB00022422,N08,BRD-K31342827-001-10-4,0.4124837,1,DMSO,10,0.004
AB00022422,N09,BRD-K31342827-001-10-4,4.124837e-002,1.e-001,DMSO,10,0.000
AB00022422,N10,BRD-K28456624-001-02-9,4.546844,10,DMSO,10,0.045
AB00022422,N11,BRD-K28456624-001-02-9,0.4546844,1,DMSO,10,0.005
AB00022422,N12,BRD-K28456624-001-02-9,4.546844e-002,1.e-001,DMSO,10,0.000
AB00022422,N13,BRD-K17705806-003-05-1,4.47957,10,DMSO,10,0.045
AB00022422,N14,BRD-K17705806-003-05-1,0.447957,1,DMSO,10,0.004
AB00022422,N15,BRD-K17705806-003-05-1,4.47957e-002,0.1,DMSO,10,0.000
AB00022422,N16,BRD-K17555800-001-01-9,5.13004,10,DMSO,10,0.051
AB00022422,N17,BRD-K17555800-001-01-9,0.513004,1,DMSO,10,0.005
AB00022422,N18,BRD-K17555800-001-01-9,5.13004e-002,1.e-001,DMSO,10,0.001
AB00022422,N19,BRD-A26503646-001-14-1,3.024079,10,DMSO,10,0.030
AB00022422,N20,BRD-A26503646-001-14-1,0.3024079,1,DMSO,10,0.003
AB00022422,N21,BRD-A26503646-001-14-1,3.024079e-002,0.1,DMSO,10,0.000
AB00022422,N22,BRD-K70301876-034-06-1,4.144268,10,DMSO,10,0.041
AB00022422,N23,BRD-K70301876-034-06-1,0.4144268,1,DMSO,10,0.004
AB00022422,N24,BRD-K70301876-034-06-1,4.144268e-002,1.e-001,DMSO,10,0.000
AB00022422,O01,,,,DMSO,10,0.000
AB00022422,O02,,,,DMSO,10,0.000
AB00022422,O03,,,,DMSO,10,0.000
AB00022422,O04,,,,DMSO,10,0.000
AB00022422,O05,,,,DMSO,10,0.000
AB00022422,O06,,,,DMSO,10,0.000
AB00022422,O07,BRD-K97472745-001-01-8,3.084141,10,DMSO,10,0.031
AB00022422,O08,BRD-K97472745-001-01-8,0.3084141,1,DMSO,10,0.003
AB00022422,O09,BRD-K97472745-001-01-8,3.084141e-002,1.e-001,DMSO,10,0.000
AB00022422,O10,BRD-K05104363-001-02-7,4.7866,10,DMSO,10,0.048
AB00022422,O11,BRD-K05104363-001-02-7,0.47866,1,DMSO,10,0.005
AB00022422,O12,BRD-K05104363-001-02-7,4.7866e-002,1.e-001,DMSO,10,0.000
AB00022422,O13,BRD-A73741725-001-01-0,2.964034,10,DMSO,10,0.030
AB00022422,O14,BRD-A73741725-001-01-0,0.2964034,1,DMSO,10,0.003
AB00022422,O15,BRD-A73741725-001-01-0,2.964034e-002,0.1,DMSO,10,0.000
AB00022422,O16,BRD-A36331462-001-01-3,5.32609,10,DMSO,10,0.053
AB00022422,O17,BRD-A36331462-001-01-3,0.532609,1,DMSO,10,0.005
AB00022422,O18,BRD-A36331462-001-01-3,5.32609e-002,1.e-001,DMSO,10,0.001
AB00022422,O19,BRD-K17075857-001-15-0,2.14048,10,DMSO,10,0.021
AB00022422,O20,BRD-K17075857-001-15-0,0.214048,1,DMSO,10,0.002
AB00022422,O21,BRD-K17075857-001-15-0,2.14048e-002,1.e-001,DMSO,10,0.000
AB00022422,O22,BRD-K03390685-001-01-7,5.3131,10,DMSO,10,0.053
AB00022422,O23,BRD-K03390685-001-01-7,0.53131,1,DMSO,10,0.005
AB00022422,O24,BRD-K03390685-001-01-7,5.3131e-002,0.1,DMSO,10,0.001
AB00022422,P01,BRD-K16803204-001-01-6,4.25504,10,DMSO,10,0.043
AB00022422,P02,BRD-K16803204-001-01-6,0.425504,1,DMSO,10,0.004
AB00022422,P03,BRD-K16803204-001-01-6,4.25504e-002,1.e-001,DMSO,10,0.000
AB00022422,P04,BRD-K04887706-001-10-7,5.516404,10,DMSO,10,0.055
AB00022422,P05,BRD-K04887706-001-10-7,0.5516404,1,DMSO,10,0.006
AB00022422,P06,BRD-K04887706-001-10-7,5.516404e-002,1.e-001,DMSO,10,0.001
AB00022422,P07,BRD-K07572174-001-17-0,3.683799,10,DMSO,10,0.037
AB00022422,P08,BRD-K07572174-001-17-0,0.3683799,1,DMSO,10,0.004
AB00022422,P09,BRD-K07572174-001-17-0,3.683799e-002,1.e-001,DMSO,10,0.000
AB00022422,P10,BRD-A92537424-001-03-9,3.374553,10,DMSO,10,0.034
AB00022422,P11,BRD-A92537424-001-03-9,0.3374553,1,DMSO,10,0.003
AB00022422,P12,BRD-A92537424-001-03-9,3.374553e-002,1.e-001,DMSO,10,0.000
AB00022422,P13,BRD-A62025033-001-02-6,10.302871,10,DMSO,10,0.103
AB00022422,P14,BRD-A62025033-001-02-6,1.0302871,1,DMSO,10,0.010
AB00022422,P15,BRD-A62025033-001-02-6,0.10302871,1.e-001,DMSO,10,0.001
AB00022422,P16,BRD-A30051119-315-02-2,7.8175948,10,DMSO,10,0.078
AB00022422,P17,BRD-A30051119-315-02-2,0.78175948,1,DMSO,10,0.008
AB00022422,P18,BRD-A30051119-315-02-2,7.8175948e-002,1.e-001,DMSO,10,0.001
AB00022422,P19,BRD-K16730910-001-02-4,4.82815,10,DMSO,10,0.048
AB00022422,P20,BRD-K16730910-001-02-4,0.482815,1,DMSO,10,0.005
AB00022422,P21,BRD-K16730910-001-02-4,4.82815e-002,1.e-001,DMSO,10,0.000
AB00022422,P22,BRD-K49456274-001-01-9,5.41022,10,DMSO,10,0.054
AB00022422,P23,BRD-K49456274-001-01-9,0.541022,1,DMSO,10,0.005
AB00022422,P24,BRD-K49456274-001-01-9,5.41022e-002,1.e-001,DMSO,10,0.001
